iter	Logloss
115	0.3016247514
116	0.2998148894
117	0.2985684479
118	0.2973609079
119	0.2961464494
120	0.2949288854
121	0.2937584245
122	0.2928897713
123	0.2915243883
124	0.2903910162
125	0.2889757886
126	0.2881510154
127	0.2866552074
128	0.2858399344
129	0.2850487042
130	0.2834514299
131	0.2826893842
132	0.2819124253
133	0.2805296333
134	0.2795677275
135	0.2779827011
136	0.2762878445
137	0.275259681
138	0.2742545031
139	0.2731707503
140	0.2723885598
141	0.2714559193
142	0.2706105342
143	0.2698675624
144	0.2691179728
145	0.2683909676
146	0.2677618304
147	0.2671802223
148	0.2665966232
149	0.265962636
150	0.2653020772
151	0.2647236893
152	0.2638565392
153	0.2628868772
154	0.2623572845
155	0.2616910269
156	0.2609101578
157	0.2602032231
158	0.2595230712
159	0.2585064346
160	0.257611018
161	0.2563823691
162	0.2556877087
163	0.2550737518
164	0.2545761473
165	0.2538487292
166	0.2531471812
167	0.2524426963
168	0.2518719468
169	0.2513877052
170	0.2506657857
171	0.2502530589
172	0.2498452125
173	0.2494421824
174	0.24904391
175	0.2484292863
176	0.2475520422
177	0.246695565
178	0.2463215017
179	0.245622698
180	0.2452202552
181	0.2444333436
182	0.2438802124
183	0.2432734129
184	0.2423432179
185	0.2418023735
186	0.2414684605
187	0.2411184748
188	0.2406067442
189	0.2400000255
190	0.2396342371
191	0.2393197321
192	0.2389921916
193	0.2385427364
194	0.2379414373
195	0.2374080623
196	0.2371176789
197	0.2364906893
198	0.2360159475
199	0.2357005718
200	0.2354255065
201	0.2350613886
202	0.2347872151
203	0.2342184815
204	0.2337719166
205	0.2335143936
206	0.2328840759
207	0.2324315862
208	0.2320246835
209	0.2316968425
210	0.2313699169
211	0.230841612
212	0.2305556502
213	0.2298808868
214	0.229457633
215	0.2292333764
216	0.2290131914
217	0.2284827446
218	0.2279718957
219	0.2275946095
220	0.2270430306
221	0.2268395576
222	0.226446616
223	0.2260696754
224	0.2258737468
225	0.2253640718
226	0.2249811809
227	0.2245103437
228	0.2243199987
229	0.2239494583
230	0.2236238536
231	0.2234046015
232	0.22310253
233	0.2227610951
234	0.2225906142
235	0.2219039937
236	0.2213850728
237	0.2207091251
238	0.2203916291
239	0.2202353816
240	0.2198736966
241	0.2194680838
242	0.2190357525
243	0.2188883261
244	0.2185545861
245	0.2184107068
246	0.2181489632
247	0.2179092046
248	0.2175127485
249	0.2171543429
250	0.2166948852
251	0.2162941478
252	0.2160396874
253	0.2157469737
254	0.2154250618
255	0.2151112045
256	0.2147497628
257	0.2144207027
258	0.2140280542
259	0.2138239339
260	0.2136414361
261	0.2134499653
262	0.2131273074
263	0.2128044356
264	0.2124969703
265	0.2122457379
266	0.211947806
267	0.2115659851
268	0.2113308478
269	0.211058827
270	0.2108562817
271	0.2104867023
272	0.2101954748
273	0.2098264736
274	0.2096222695
275	0.2094025846
276	0.2091888703
277	0.2089411872
278	0.2086892986
279	0.2084835421
280	0.2081816308
281	0.2080745238
282	0.2079913514
283	0.2076354676
284	0.2073765641
285	0.2071224919
286	0.2069788015
287	0.2066904768
288	0.2063946221
289	0.2060620834
290	0.2058537044
291	0.2053817881
292	0.2051801033
293	0.2050106725
294	0.2047533243
295	0.2046118107
296	0.2044821036
297	0.204321424
298	0.2041684126
299	0.203961483
300	0.2037958871
301	0.2035606124
302	0.2034969086
303	0.203312894
304	0.2030627828
305	0.2028292865
306	0.2025993473
307	0.2025419937
308	0.2022782029
309	0.2021061627
310	0.2019614632
311	0.2017860246
312	0.2016146731
313	0.2013646175
314	0.2011184453
315	0.2010675394
316	0.2009072026
317	0.2007059234
318	0.200528454
319	0.2003471141
320	0.2000558826
321	0.1998353648
322	0.1996107106
323	0.1993337728
324	0.198976192
325	0.198805285
326	0.1986154416
327	0.198377007
328	0.1982739939
329	0.1980968001
330	0.1978903768
331	0.1977676601
332	0.1976425558
333	0.1974576632
334	0.1972443472
335	0.1970380545
336	0.1969006034
337	0.1967590789
338	0.196584719
339	0.1964622189
340	0.1962618296
341	0.1960459356
342	0.1959263427
343	0.1957110989
344	0.1954443775
345	0.1953230378
346	0.1951883691
347	0.1950891222
348	0.1949754038
349	0.1947545658
350	0.1945684623
351	0.1943733191
352	0.194293905
353	0.1941410703
354	0.1939886826
355	0.1938598373
356	0.1936156742
357	0.1934709753
358	0.1933396431
359	0.1932065712
360	0.1929544285
361	0.1928033162
362	0.1926141845
363	0.1925495406
364	0.1924295214
365	0.1923306491
366	0.1921185659
367	0.1920057746
368	0.1919744381
369	0.191814352
370	0.1916160742
371	0.1915409928
372	0.191395682
373	0.1912779646
374	0.1911557989
375	0.1910751649
376	0.1910099455
377	0.190797786
378	0.1905727351
379	0.1904100857
380	0.1903398826
381	0.1901758067
382	0.1898460617
383	0.1896885143
384	0.1894961677
385	0.1894225056
386	0.189250912
387	0.1891293222
388	0.1890279017
389	0.1889376182
390	0.1888167914
391	0.1887398107
392	0.1886530756
393	0.1884015493
394	0.188312207
395	0.1881964836
396	0.1880940135
397	0.1879611892
398	0.1878397434
399	0.1876855172
400	0.1875001044
401	0.1874202957
402	0.1872369465
403	0.1871136545
404	0.1870821893
405	0.18694543
406	0.186698413
407	0.1865834001
408	0.1863807177
409	0.1862036866
410	0.1860008544
411	0.1858081411
412	0.1856868762
413	0.1856208525
414	0.1854777688
415	0.1853522181
416	0.1852969963
417	0.1851679807
418	0.1850794302
419	0.184972062
420	0.1848368554
421	0.1847599321
422	0.1847322334
423	0.184538356
424	0.1844003385
425	0.1842717
426	0.1841978615
427	0.1840652828
428	0.183989736
429	0.18389532
430	0.1837635645
431	0.1836527704
432	0.1835727557
433	0.1834597304
434	0.1833487712
435	0.1832621872
436	0.1831063638
437	0.1830008148
438	0.1828988211
439	0.1828047895
440	0.1826844542
441	0.182624453
442	0.182556114
443	0.1824161567
444	0.1822849387
445	0.182167504
446	0.1820886839
447	0.1820203959
448	0.1819437616
449	0.1818205385
450	0.1816920975
451	0.1816237301
452	0.1815405864
453	0.1814131418
454	0.1812901498
455	0.1811753625
456	0.1810311814
457	0.180947904
458	0.1808696168
459	0.1807907994
460	0.1806852187
461	0.1805526355
462	0.1804328134
463	0.1803342591
464	0.1802495886
465	0.1801812586
466	0.1800124962
467	0.1799599855
468	0.1798779765
469	0.1797345067
470	0.179621463
471	0.1795727759
472	0.1794732941
473	0.1793750573
474	0.1792515492
475	0.1791041001
476	0.1790357258
477	0.1789309743
478	0.1788234574
479	0.1787273049
480	0.1786165062
481	0.1785647179
482	0.1785562802
483	0.1784999989
484	0.1784323045
485	0.1783244313
486	0.1782163091
487	0.178116275
488	0.1779830654
489	0.1778993516
490	0.1778395434
491	0.1777865932
492	0.1776587903
493	0.177556209
494	0.1774609975
495	0.1774263557
496	0.1773459004
497	0.1772074272
498	0.1771323497
499	0.1770963241
500	0.1769376109
501	0.1768456757
502	0.1767651158
503	0.1766615201
504	0.1765967588
505	0.176467163
506	0.1764302635
507	0.1763994527
508	0.1762683262
509	0.1761176921
510	0.1760228194
511	0.1759359691
512	0.1758717934
513	0.1757736104
514	0.1757108046
515	0.1756313744
516	0.1755559179
517	0.1755017449
518	0.1754288892
519	0.1753121856
520	0.1752649188
521	0.175147344
522	0.1750784156
523	0.1749880642
524	0.174901205
525	0.1748155243
526	0.174753993
527	0.174665421
528	0.1745710457
529	0.1745578698
530	0.1744562843
531	0.174370217
532	0.1742204625
533	0.1741531356
534	0.1740757332
535	0.1739674346
536	0.1738621387
537	0.1737296584
538	0.1736437972
539	0.1735591868
540	0.1734605309
541	0.1734146662
542	0.1733519357
543	0.1733313598
544	0.1732606186
545	0.1731590704
546	0.1730947237
547	0.1730396554
548	0.1729594019
549	0.1728459859
550	0.1728251779
551	0.1727647326
552	0.1726423381
553	0.1726092368
554	0.1724915983
555	0.1724327159
556	0.1723113566
557	0.1722408157
558	0.1721181669
559	0.1720123938
560	0.1719445942
561	0.1718317559
562	0.1716513981
563	0.1715732873
564	0.1715241863
565	0.1714756291
566	0.1714158511
567	0.1713560991
568	0.1712718511
569	0.1712205967
570	0.1712080136
571	0.1711378749
572	0.1711111246
573	0.1710440042
574	0.171015928
575	0.1709148107
576	0.1708645178
577	0.1707993101
578	0.1707683085
579	0.1706781622
580	0.1705712523
581	0.1704953741
582	0.1704459586
583	0.1703869355
584	0.1703583289
585	0.1703013654
586	0.170271682
587	0.1702459711
588	0.1701866254
589	0.170086994
590	0.1700370726
591	0.1700008651
592	0.1699257001
593	0.1698596385
594	0.1698260925
595	0.1697470348
596	0.1697301958
597	0.1696793423
598	0.1696545902
599	0.1695808455
600	0.1695091713
601	0.1694319531
602	0.1694105532
603	0.1693389547
604	0.1692704994
605	0.1691617227
606	0.1691034755
607	0.1689647995
608	0.1689158809
609	0.1688547931
610	0.1687755297
611	0.168730412
612	0.1686786514
613	0.1686405959
614	0.1685911918
615	0.1685028186
616	0.1684453441
617	0.1684238098
618	0.1683708683
619	0.1683056647
620	0.168280721
621	0.1682170495
622	0.1681725062
623	0.1680956069
624	0.1680776616
625	0.1680508427
626	0.1679936904
627	0.1679497582
628	0.1678790259
629	0.167843165
630	0.1678239636
631	0.1677421575
632	0.1676948785
633	0.1676508249
634	0.1675369294
635	0.1674757996
636	0.1674557449
637	0.1674354943
638	0.1674074874
639	0.1673101856
640	0.167240669
641	0.1671811177
642	0.1671425499
643	0.1671066068
644	0.1670440954
645	0.1669872127
646	0.1668678932
647	0.1667793455
648	0.1667253348
649	0.1666993552
650	0.1665693653
651	0.1665502559
652	0.166531418
653	0.166506831
654	0.1664138843
655	0.1663550603
656	0.1663291411
657	0.166262261
658	0.1661965371
659	0.1661124148
660	0.1660601068
661	0.165974008
662	0.1659569738
663	0.1659049672
664	0.1658840999
665	0.1658053568
666	0.1657490519
667	0.1656998532
668	0.1656441181
669	0.1656180717
670	0.1655504331
671	0.1654946198
672	0.1653998203
673	0.1653837805
674	0.1653403704
675	0.165291068
676	0.1652035612
677	0.1651822336
678	0.1651448791
679	0.1650950675
680	0.16501267
681	0.1649991725
682	0.1649198451
683	0.1648538855
684	0.1647973697
685	0.1647473659
686	0.1647317484
687	0.1646936577
688	0.1645928114
689	0.164523478
690	0.1644961581
691	0.1644277454
692	0.1643791134
693	0.1643448072
694	0.1642700646
695	0.1642148515
696	0.1642039266
697	0.1641731258
698	0.1640829084
699	0.1640547343
700	0.163994538
701	0.1639518138
702	0.1638866645
703	0.163822387
704	0.1637671054
705	0.1636945537
706	0.163607895
707	0.1635419394
708	0.1634918103
709	0.1634147443
710	0.1633797409
711	0.1633312676
712	0.1633081078
713	0.1632792679
714	0.1632350679
715	0.1632129523
716	0.1631612527
717	0.1631321189
718	0.1630881476
719	0.1630795292
720	0.1630401128
721	0.1629900263
722	0.1629857666
723	0.1629516737
724	0.1628813016
725	0.162820031
726	0.162751469
727	0.1627128826
728	0.1626478232
729	0.1625756045
730	0.1625722823
731	0.16249734
732	0.162448748
733	0.1623771828
734	0.162318711
735	0.1623000847
736	0.1622349198
737	0.1621929541
738	0.1621344643
739	0.1620983572
740	0.1620401445
741	0.162018896
742	0.1619784002
743	0.1618918776
744	0.1618393933
745	0.1617811969
746	0.1617113038
747	0.1616460469
748	0.1615673283
749	0.1615201362
750	0.1614652527
751	0.1614218942
752	0.1613635141
753	0.1613506614
754	0.16132352
755	0.1612956669
756	0.1612418229
757	0.1611826877
758	0.1611257499
759	0.1610918861
760	0.1610884238
761	0.161043002
762	0.1610048842
763	0.1609366518
764	0.1608858789
765	0.1608579253
766	0.1608102336
767	0.1607478929
768	0.1607102196
769	0.1606621128
770	0.1605956229
771	0.1605579409
772	0.1605306322
773	0.1604783017
774	0.1604240349
775	0.160399092
776	0.1603314952
777	0.160277612
778	0.1602184288
779	0.1601543703
780	0.160121465
781	0.1600725915
782	0.1600266587
783	0.1599337181
784	0.1598882184
785	0.159849061
786	0.1597594159
787	0.1597478332
788	0.1596925668
789	0.1596454901
790	0.1595991899
791	0.1595686244
792	0.1595043452
793	0.1594832327
794	0.1594448526
795	0.1593452512
796	0.1592941561
797	0.1592588523
798	0.1592310394
799	0.1591858686
800	0.1591402942
801	0.1591140765
802	0.1590872818
803	0.1590518478
804	0.1590334487
805	0.1589676926
806	0.1589085055
807	0.1588962103
808	0.1588615307
809	0.1588454182
810	0.1588142876
811	0.1587624459
812	0.1587425728
813	0.1587012219
814	0.1586168846
815	0.1586035903
816	0.1585504146
817	0.1585202689
818	0.158466969
819	0.1584092779
820	0.1583800697
821	0.1583483343
822	0.1583192535
823	0.1583096803
824	0.1582341261
825	0.1581772618
826	0.1581135925
827	0.1580658045
828	0.1580232455
829	0.1579814555
830	0.1578995372
831	0.157838395
832	0.1577859149
833	0.1577060663
834	0.1576527672
835	0.1575870081
836	0.1575470863
837	0.1574648569
838	0.157418505
839	0.157408974
840	0.1573949903
841	0.1573338812
842	0.1573171626
843	0.1572529293
844	0.1572494679
845	0.1571965441
846	0.1571450387
847	0.1571357499
848	0.1570855266
849	0.1570547082
850	0.1570506223
851	0.1570227917
852	0.1569977367
853	0.1569599714
854	0.1569223972
855	0.1568663565
856	0.1568349003
857	0.1567926774
858	0.1567534035
859	0.1567256618
860	0.1566798377
861	0.1566518327
862	0.1566052705
863	0.1565807019
864	0.1565405375
865	0.1565058142
866	0.1564828922
867	0.156437992
868	0.1563686093
869	0.1563054995
870	0.1562701793
871	0.1562556426
872	0.1562015251
873	0.1561488498
874	0.1561358668
875	0.1560603376
876	0.1560121366
877	0.1559849882
878	0.1559597015
879	0.1559084459
880	0.1558832112
881	0.1558533301
882	0.155832986
883	0.1557867012
884	0.1557437125
885	0.1557066332
886	0.1556820768
887	0.1556078969
888	0.155577391
889	0.1555337656
890	0.1554451801
891	0.1554224973
892	0.1553946862
893	0.1553926037
894	0.1553533217
895	0.1553305869
896	0.15527159
897	0.1552504752
898	0.1552265312
899	0.1551806746
900	0.1551312386
901	0.1551086114
902	0.1550527872
903	0.1550492104
904	0.1550188033
905	0.1549889957
906	0.1549780906
907	0.1549539287
908	0.1549338535
909	0.1548690354
910	0.1548386088
911	0.1547692531
912	0.1547382342
913	0.1547170918
914	0.1547066252
915	0.1546572365
916	0.1546569963
917	0.1546370159
918	0.1546120087
919	0.1545554708
920	0.1545419664
921	0.1545307726
922	0.1544806971
923	0.1544688186
924	0.1544486363
925	0.1543875645
926	0.154350597
927	0.1543410427
928	0.1543378491
929	0.154295033
930	0.1542722499
931	0.1542255287
932	0.1541578156
933	0.1541037805
934	0.1540616676
935	0.1540281865
936	0.1540207067
937	0.1539715957
938	0.1539468048
939	0.1538986042
940	0.1538767944
941	0.1538452596
942	0.1537939931
943	0.1537042287
944	0.1536749443
945	0.1536519985
946	0.1535924436
947	0.1535274617
948	0.1534731112
949	0.1534394495
950	0.15339383
951	0.1533585931
952	0.1532614899
953	0.1532194712
954	0.1531702666
955	0.1531260275
956	0.1531231137
957	0.1531172229
958	0.1531154397
959	0.1530619374
960	0.1530306447
961	0.1529986158
962	0.1529721705
963	0.1529007449
964	0.1528507132
965	0.1527933079
966	0.1527714048
967	0.1527474189
968	0.1527214931
969	0.1526894668
970	0.152636358
971	0.1526360889
972	0.1526184223
973	0.1525743546
974	0.1525535267
975	0.1525443204
976	0.1525034321
977	0.1524884204
978	0.1524384327
979	0.1523925804
980	0.1523568934
981	0.1523193152
982	0.1522850127
983	0.1522574951
984	0.1522407257
985	0.1522072718
986	0.1521451661
987	0.1521438858
988	0.1521154705
989	0.1520965789
990	0.1520649233
991	0.1520287703
992	0.1519968255
993	0.1519844462
994	0.1519459961
995	0.1519121064
996	0.1518660385
997	0.1518435616
998	0.151803416
999	0.1517826157
